,1.imp.prs.pl,1.ind.prs.pl,1.ind.prs.sg,1.prs.pl.sbjv,1.sg.prs.cond,1.sg.prs.sbjv,2.ind.pl.pst,2.ind.sg.pst,2.pl.pst.sbjv,2.prs.cond.pl,2.sg.prs.cond,2.sg.pst.sbjv,3.ind.fut.pl,3.ind.fut.sg,3.pl.pst.sbjv,3.prs.pl.sbjv,3.sg.pst.sbjv,imp.prs.2.sg,ind.1.pl.ipfv,ind.1.pst.sg,ind.1.sg.ipfv,ind.3.pl.ipfv,ind.3.pl.pst,ind.3.prs.pl,ind.3.prs.sg,ind.3.sg.ipfv,ind.3.sg.pst,ind.fut.1.pl,ind.fut.1.sg,ind.fut.pl.2,ind.fut.sg.2,ind.pl.2.ipfv,ind.prs.2.sg,ind.sg.2.ipfv,inf,m.ptcp.pl.pst,m.ptcp.sg.pst,pl.1.prs.cond,pl.1.pst.sbjv,pl.3.prs.cond,pl.imp.prs.2,pl.ind.1.pst,pl.ind.prs.2,pl.prs.2.sbjv,ptcp.pl.pst.f,ptcp.prs,ptcp.sg.pst.f,sg.1.pst.sbjv,sg.3.prs.cond,sg.3.prs.sbjv,sg.prs.2.sbjv,stem
abonner,['ɔ̃'],['ɔ̃'],[''],"['ə', 'jɔ̃']","['ɛ', 'əʁE']",[''],['at'],['a'],['asje'],"['ɛ', 'əʁje']","['œ', 'əʁE']",['as'],"['əʁ', 'ɔ̃']","['ɛ', 'əʁa']",['as'],['ɔ'],"['E', 'a']",[''],['jɔ̃'],['E'],['jE'],['zE'],['Eɲiʁ'],['ɛ'],['ɔ'],['wE'],['a'],"['pʁ', 'ɔ̃']","['iʁ', 'E']","['ɛ', 'əʁ', 'e']",['ʁa'],['sje'],[''],['E'],"['O', 'e']",['e'],['e'],"['ɔ', 'əʁjɔ̃']",['asjɔ̃'],['səʁE'],"['Es', 'e']","['O', 'am']","['O', 'e']",['je'],"['E', 'e']","['E', 'ɑ̃']","['O', 'e']",['s'],['əʁE'],['ɔ'],[''],"['ɛ̃f', 'ʁ']"
abonnir,['jɔ̃'],['ɔ̃'],['E'],['jɔ̃'],['əʁE'],['s'],['at'],['a'],['asje'],['əʁje'],['əʁE'],"['O', 'as']",['ʁɔ̃'],['əʁa'],['s'],[''],['ja'],[''],"['i', 'jɔ̃']",['E'],['E'],['jE'],"['O', 'Eʁ']",['ɔ'],['E'],['E'],['a'],"['ɔ', 'əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']","['u', 'ʁa']",['je'],['i'],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],"['ɛ', 'əʁE']",['e'],['am'],['e'],"['O', 'je']","['O', 'e']","['E', 'ɑ̃']",['e'],['ys'],['əʁE'],[''],['t'],['ɛ̃timid']
aborder,['jɔ̃'],['jɔ̃'],[''],"['y', 'jɔ̃']",['əʁE'],[''],"['ə', 'at']","['E', 'a']",['asje'],"['ɛ', 'əʁje']",['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['vis'],['ɛ'],"['E', 'a']",[''],['jɔ̃'],"['O', 'E']",['sE'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['ɔ', 'əʁ', 'ɔ̃']",['əʁE'],"['ʁ', 'e']",['əʁa'],['je'],['ɔ'],"['E', 'E']",['ʁ'],['e'],"['O', 'e']",['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['je'],"['O', 'am']",['e'],['e'],['e'],['ɑ̃'],['e'],['as'],['əʁE'],['ɔ'],[''],['faʁfuj']
aboucher,['ɔ̃'],"['Eɲ', 'ɔ̃']",[''],"['O', 'ɔ̃']","['ɛ', 'əʁE']",[''],"['d', 'it']",['a'],"['jas', 'je']","['ɔ', 'əʁje']",['əʁE'],['as'],"['Eʁ', 'ɔ̃']",['əʁa'],['jas'],[''],['a'],[''],"['E', 'jɔ̃']","['E', 'E']",['E'],['E'],['Eʁ'],[''],['ɛ'],['E'],"['E', 'a']","['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['sje'],['i'],['E'],['e'],"['E', 'e']",['e'],"['ɛ', 'əʁjɔ̃']",['asjɔ̃'],"['ɛ', 'əʁE']",['e'],"['p', 'im']","['O', 'e']",['je'],['e'],['ɑ̃'],['e'],"['O', 'as']",['ʁE'],['s'],[''],['tʁɑ̃zi']
abouler,['wɔ̃'],"['O', 'ɔ̃']",[''],['jɔ̃'],['əʁE'],[''],['at'],"['O', 'a']",['asje'],['əʁje'],"['əv', 'ʁE']",['as'],"['əʁ', 'ɔ̃']","['ɔ', 'əʁa']","['O', 'as']",[''],['a'],[''],"['ə', 'jɔ̃']","['ɥ', 'E']",['E'],['E'],['ʁ'],[''],[''],"['O', 'E']",['a'],"['ʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],"['i', 'je']",[''],['E'],['je'],"['ə', 'e']",['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],"['O', 'am']",['e'],"['z', 'je']","['ə', 'e']",['ɑ̃'],['e'],['ʁis'],"['ɔ', 'əʁE']",[''],['s'],['dEpʁim']
aboutir,['ɔ̃'],['jɔ̃'],[''],['jɔ̃'],"['ɔ', 'əʁE']",[''],['at'],['a'],"['jas', 'je']",['iʁje'],['əʁE'],['as'],"['uv', 'ʁɔ̃']","['ɛ̃d', 'ʁa']","['O', 'as']",[''],"['O', 'a']",['ɛ'],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],"['ə', 'E']",['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],"['d', 'E']","['O', 'e']",['e'],['e'],['ʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],"['ø', 'am']","['ə', 'e']",['sje'],['e'],"['E', 'ɑ̃']",['ɛ̃t'],['as'],['əʁE'],[''],[''],['mOgʁE']
aboyer,"['O', 'ɔ̃']","['d', 'ɔ̃']",[''],['jɔ̃'],['əʁE'],['ɔ'],['t'],['a'],['asje'],['əʁje'],"['ɔ', 'əʁE']","['O', 'as']","['əʁ', 'ɔ̃']","['ɔ', 'əʁa']",['as'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],['ɔ'],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['EtʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],"['E', 'E']",['waʁ'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],"['y', 'ʁE']","['O', 'e']","['Eɲ', 'im']","['s', 'e']","['E', 'je']","['ə', 'e']",['ɑ̃'],[''],['as'],['əʁE'],['ɛ'],['s'],"['miɲ', 't']"
abreuver,"['E', 'ɔ̃']","['E', 'ɔ̃']",[''],['jɔ̃'],['əʁE'],['œ'],['at'],['a'],"['jas', 'je']",['əʁje'],['ʁE'],"['E', 'as']","['əʁ', 'ɔ̃']",['əʁa'],"['E', 'as']",[''],[''],[''],['sjɔ̃'],['E'],['E'],['E'],"['O', 'Eʁ']",['s'],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['ʁE'],"['əʁ', 'e']",['ʁa'],"['o', 'je']",[''],['E'],['e'],['e'],['e'],"['ɔ', 'əʁjɔ̃']","['E', 'asjɔ̃']","['ʁ', 'E']",['e'],['ym'],"['E', 'e']",['je'],['e'],['jɑ̃'],['e'],"['o', 'as']","['e', 'E', 'əʁE']",[''],[''],['ɑ̃nObli']
abriter,"['ən', 'ɔ̃']",['ɔ̃'],[''],['sjɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],['əʁje'],['əʁE'],"['ə', 'as']","['əʁ', 'ɔ̃']",['əʁa'],"['Eɲ', 'is']",['ɔ'],['a'],[''],"['Et', 'jɔ̃']",['E'],"['d', 'E']",['E'],"['Eɲ', 'iʁ']",[''],[''],['E'],['a'],"['ɛ', 'əʁ', 'ɔ̃']",['əʁE'],"['ɛ', 'əʁ', 'e']",['əʁa'],"['j', 'e']",['E'],['E'],"['ɛ̃d', 'ʁ']",['je'],"['O', 'e']",['Eʁjɔ̃'],"['O', 'asjɔ̃']","['ɔ', 'əʁE']",['e'],['ʁim'],['e'],"['O', 'je']","['O', 'e']",['nan'],['e'],['as'],['watʁE'],[''],['s'],"['gʁOɲ', 'n']"
abroger,['ɔ̃'],['jɔ̃'],[''],"['y', 'jɔ̃']","['ɔ', 'əʁE']",[''],['at'],['a'],['asje'],['əʁje'],"['ɛ', 'əʁE']","['E', 'as']","['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['ja'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],['ɛ̃'],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['jiʁa'],"['E', 'je']",[''],"['ə', 'E']","['ə', 'e']","['E', 'e']",['e'],"['ɛ', 'əʁjɔ̃']",['asjɔ̃'],"['ɔ', 'əʁE']","['ə', 'e']",['am'],"['Øv', 'e']",['je'],['e'],['ɑ̃'],['je'],['s'],"['ɛ', 'əʁE']",[''],[''],['vOmi']
abrutir,['ɔ̃'],['jɔ̃'],['i'],['jɔ̃'],['əʁE'],[''],"['O', 'at']",['y'],['sje'],"['ɛ', 'əʁje']",['əʁE'],['as'],"['əʁ', 'ɔ̃']","['ɔ', 'əʁa']","['O', 'as']",[''],['a'],[''],['jɔ̃'],"['O', 'E']","['O', 'E']",['E'],"['O', 'Eʁ']",[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],"['u', 'je']",[''],['E'],['je'],"['ə', 'e']",[''],['əʁjɔ̃'],"['E', 'asjɔ̃']",['əʁE'],"['E', 'e']",['am'],"['s', 'e']",['je'],['e'],['ɑ̃'],"['O', 'e']",['was'],['əʁE'],[''],[''],"['ɑ̃d', 't']"
abréger,['jɔ̃'],['ɔ̃'],[''],"['ə', 'jɔ̃']",['əʁE'],[''],['at'],"['E', 'a']","['ə', 'asje']","['ɔ', 'əʁje']",['əʁE'],['is'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],"['O', 'E']",['jE'],['sE'],['nan'],[''],[''],"['o', 'E']",['ja'],"['əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['ɛ', 'əʁ', 'e']","['œ', 'əʁa']",['je'],[''],['E'],['e'],['e'],"['O', 'e']",['iʁjɔ̃'],"['E', 'asjɔ̃']",['əʁE'],"['e', 'e']",['am'],['e'],"['y', 'je']",['e'],['ɑ̃'],"['E', 'e']","['O', 'as']","['ɔ', 'əʁE']",[''],['ɔ'],['dEdwan']
absenter,['ɔ̃'],['ɔ̃'],['ɔ'],['jɔ̃'],"['Eʁ', 'E']",[''],['at'],['a'],['nan'],['əʁje'],['əʁE'],"['O', 'as']","['ʁ', 'ɔ̃']",['əʁa'],"['O', 'as']",['i'],"['O', 'a']",['ɛ'],['jɔ̃'],['E'],['wE'],['E'],"['d', 'iʁ']",[''],[''],['E'],['a'],"['udʁ', 'ɔ̃']","['ɛ', 'əʁE']","['ɔ', 'əʁ', 'e']",['əʁa'],['je'],[''],"['ɥ', 'E']","['O', 'e']",['e'],"['O', 'e']",['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['je'],['am'],['e'],"['E', 'je']",['e'],['ɑ̃'],['e'],['ɛ̃s'],['əʁE'],[''],['aɲ'],['fwi']
absorber,"['o', 'ɔ̃']",['ɔ̃'],['ɔ'],['sjɔ̃'],"['ɔ', 'əʁE']",[''],"['E', 'at']",['a'],['sje'],"['dʁi', 'je']",['əʁE'],"['E', 'as']","['əʁ', 'ɔ̃']",['dʁa'],['as'],['y'],['a'],[''],"['E', 'jɔ̃']",['E'],"['O', 'E']","['O', 'E']",['Eʁ'],['s'],['jɛ̃'],"['O', 'E']",['a'],"['əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['ʁ', 'e']","['ɛ', 'əʁa']","['O', 'je']",[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],"['O', 'asjɔ̃']",['əʁE'],['je'],"['o', 'am']",['e'],"['E', 'e']",['e'],['ɑ̃'],['e'],['s'],['əʁE'],['ɔ'],['ɛt'],['ʁEgyʁʒit']
absoudre,"['E', 'ɔ̃']",['ɔ̃'],['œ'],['ɔ̃'],['əʁE'],[''],['at'],['a'],['asje'],"['ɔ', 'əʁje']",['əʁE'],"['O', 'as']","['əʁ', 'ɔ̃']",['əʁa'],"['d', 'is']",[''],"['ə', 'a']",['i'],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],"['O', 'E']",['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],"['O', 'e']","['w', 'e']","['ɔ', 'əʁjɔ̃']",['asjɔ̃'],['əʁE'],"['E', 'e']",['m'],"['O', 'e']","['O', 'je']",['e'],['ɑ̃'],"['O', 'e']",['as'],"['y', 'ʁE']",['i'],[''],['watin']
abstenir,"['s', 'ɔ̃']","['ən', 'ɔ̃']",[''],['jɔ̃'],['əʁE'],[''],['at'],['i'],"['E', 'asje']","['y', 'ʁje']",['əʁE'],['as'],"['əʁ', 'ɔ̃']",['ʁa'],['jas'],[''],['ja'],[''],['jɔ̃'],['E'],"['O', 'E']",['E'],['Eʁ'],[''],[''],['E'],['a'],"['ɛ', 'əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['dʁa'],['je'],[''],['sE'],['e'],['e'],['e'],['əʁjɔ̃'],"['O', 'asjɔ̃']","['y', 'ʁE']","['s', 'e']","['E', 'am']",['e'],['je'],['e'],"['E', 'ɑ̃']","['o', 'e']",['as'],"['u', 'ʁE']",[''],['s'],['pʁOkʁE']
abstraire,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],"['ɛ̃d', 'ʁE']",[''],"['E', 'at']","['E', 'a']",['asje'],['əʁje'],['jɛ̃dʁE'],['s'],"['ʁ', 'ɔ̃']","['ɔ', 'əʁa']",['jas'],[''],['a'],[''],['jɔ̃'],"['E', 'E']",['EsE'],['zE'],"['O', 'Eʁ']",['ɔ'],[''],['E'],['a'],"['əʁ', 'ɔ̃']","['ɛ', 'əʁE']","['ɛ', 'əʁ', 'e']",['əʁa'],['e'],[''],['zE'],"['O', 'e']","['O', 'e']","['E', 'e']",['əʁjɔ̃'],"['O', 'asjɔ̃']","['ɔ', 'əʁE']",['e'],['am'],"['O', 'e']",['sje'],"['O', 'e']",['ɑ̃'],['je'],['as'],['əʁE'],[''],['s'],['dEʁut']
abuser,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],['ɛ'],['jat'],['a'],['asje'],['iʁje'],"['ɛ', 'əʁE']",['as'],"['miʁ', 'ɔ̃']","['y', 'ʁa']",['as'],[''],[''],[''],['jɔ̃'],['E'],['E'],"['O', 'E']",['Eʁ'],['ɔ'],[''],"['O', 'E']",['a'],"['ɛ', 'əʁ', 'ɔ̃']",['ʁE'],"['əʁ', 'e']",['dʁa'],"['ə', 'n', 'je']",[''],['jE'],['e'],['e'],"['ə', 'e']",['ʁjɔ̃'],['asjɔ̃'],"['ɔ', 'əʁE']",['e'],['m'],['e'],['je'],[''],['ɑ̃'],['e'],['as'],['əʁE'],[''],[''],"['ʁ', 'd']"
abâtardir,"['E', 'ɔ̃']",['ɔ̃'],[''],['jɔ̃'],"['ɛ̃d', 'ʁE']",[''],['at'],['a'],['ɥasje'],['ʁje'],['əʁE'],['as'],"['ɔ', 'əʁ', 'ɔ̃']",['əʁa'],"['O', 'as']",['ɔ'],['a'],[''],['jɔ̃'],"['ə', 'E']",['E'],"['O', 'E']",['ɥEʁ'],['ɔ'],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']","['ɔ', 'əʁa']",['je'],[''],"['E', 'E']",['e'],['e'],['e'],['ʁjɔ̃'],"['jas', 'jɔ̃']",['əʁE'],['e'],"['O', 'am']",['e'],['je'],[''],['jɑ̃'],['e'],"['E', 'as']",['ʁE'],[''],['ɛ'],['gʁɑ̃di']
abêtir,['ɔ̃'],['ɔ̃'],['ɔ'],['jɔ̃'],['əʁE'],['ɔ'],"['ə', 'at']",['a'],['asje'],['əʁje'],"['e', 'E', 'əʁE']",['as'],"['əʁ', 'ɔ̃']","['y', 'ʁa']","['O', 'as']",[''],['a'],[''],"['E', 'jɔ̃']","['O', 'E']",['E'],['E'],"['ə', 'Eʁ']",[''],[''],['E'],[''],"['əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['əʁ', 'e']","['iʁ', 'a']","['O', 'je']",[''],['E'],['e'],"['E', 'e']",['y'],"['ɔ', 'əʁjɔ̃']","['ə', 'asjɔ̃']","['ɛ', 'əʁE']",['e'],['am'],"['O', 'e']",['e'],[''],['ɑ̃'],['e'],['s'],"['ɛ', 'əʁE']",[''],[''],"['dEt', 'y']"
abîmer,['ɔ̃'],"['ən', 'ɔ̃']",['ɔ'],['jɔ̃'],['ʁE'],[''],['at'],['a'],['asje'],['əʁje'],"['ɔ', 'əʁE']",['as'],"['əʁ', 'ɔ̃']",['jɛ̃dʁa'],['as'],['ɔ'],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['dʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['sE'],['e'],[''],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['ɥam'],"['ə', 'e']",['je'],['e'],['ɑ̃'],['e'],['as'],"['ɔ', 'əʁE']",['ɔ'],['i'],"['syʁʒ', 'l']"
acagnarder,['ɔ̃'],['ɔ̃'],[''],"['Ø', 'jɔ̃']",['əʁE'],['ɔ'],['at'],['a'],['asje'],"['dʁi', 'je']","['ɛ', 'əʁE']",['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],"['O', 'a']",['œ'],['yvjɔ̃'],['nan'],"['O', 'E']",['E'],['ʁ'],['ɔlv'],['ɔ'],['aɲE'],['a'],"['əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],"['E', 'asjɔ̃']",['əʁE'],"['ə', 'e']",['am'],['e'],['je'],"['O', 'e']",['ɑ̃'],['e'],['as'],['dʁE'],['ɔ'],['s'],['ʁaʒ']
