,ACC.PL,ACC.SG,DAT.PL,DAT.SG,GEN.PL,GEN.SG,INS.PL,NOM.PL,INS.SG,NOM.SG,VOC.PL,VOC.SG,STEM
Dihad,,['u'],['ovima'],['u'],['a'],['e'],['ovima'],['e'],['om'],['o'],['e'],['če'],['klasj']
DinizAm,['e'],['a'],['ima'],['ci'],['a'],['a'],,['e'],['mo'],['a'],['e'],['če'],['obrad']
Dip,"['p', 'ce']",[''],['ama'],['ci'],['a'],['i'],['cima'],['e'],['em'],[''],,['o'],['ceduL']
Doging,['e'],[''],['ama'],['i'],"['c', 'a']",['a'],['ima'],['e'],['om'],['a'],['i'],['e'],['braniteL']
Doint,['ove'],['u'],,['i'],['a'],['a'],['ama'],['e'],['i'],['a'],['e'],['e'],['razdor']
Dokej,['e'],['u'],['ima'],['ju'],['a'],['a'],,['e'],['om'],['a'],['a'],['o'],['adsorpcij']
Dukela,['e'],['a'],['ama'],['zi'],['a'],['a'],,['ke'],['om'],['Ac'],['e'],['o'],['delokru']
Dungla,['a'],['o'],['ima'],['ku'],['a'],['e'],['cima'],['ci'],['gom'],[''],['i'],['o'],['arabes']
Laga,['e'],['u'],['ima'],['di'],['a'],['a'],['ima'],['e'],['i'],[''],['i'],['o'],"['anaboliz', 'm']"
LetovaNe,['e'],['ina'],"['mi', 'a']",['i'],['a'],['e'],['ima'],['ci'],['om'],['k'],,['me'],['opsenar']
Levak,['e'],[''],['ima'],['ci'],['a'],['a'],['ama'],['e'],['om'],['e'],,['u'],['žbu']
LiLan,['ke'],"['k', 'a']",['ima'],['u'],['a'],['ga'],['ima'],['e'],['i'],[''],['e'],['o'],"['cit', 'r']"
Lubav,['e'],['u'],['ima'],['ku'],['a'],['a'],['ama'],['e'],['om'],[''],['i'],['e'],['priručni']
Lubavnica,,['u'],['ima'],['u'],"['a', 'a']",['e'],['ima'],['a'],['om'],['a'],,['e'],['prao']
Lubavnik,['e'],['u'],['vama'],['i'],['a'],['a'],['ocima'],,['om'],['k'],['i'],['o'],['ptičic']
Lubaznica,['ke'],['u'],,['u'],"['ak', 'a']",['a'],['ama'],['i'],['i'],['k'],['ci'],['o'],['taban']
Lubaznik,['ke'],[''],['ama'],['u'],,['e'],,,['em'],['a'],['a'],['u'],"['siromašt', 'v']"
Lubica,['e'],['u'],['ama'],['i'],,['a'],,['i'],['kom'],['a'],['i'],['e'],['kabaret']
LubimAc,['ove'],['a'],['ima'],['i'],['i'],['a'],['ama'],['evi'],['om'],['o'],['i'],['če'],['neptunij']
LubiteL,['e'],[''],['ama'],['cu'],"['k', 'a']","['t', 'ka']",['ama'],['e'],['om'],['a'],['e'],['o'],['vlasuL']
LubiteLica,['e'],[''],,['u'],['a'],['e'],['ovima'],['ci'],['om'],[''],['i'],['e'],['audicij']
Lubičica,['e'],[''],['ama'],['i'],,['i'],['ama'],,['om'],['Ac'],,['e'],['kNižar']
Ludeskara,['ke'],"['c', 'a']",['ovima'],['i'],['i'],['e'],,['e'],['gom'],[''],['e'],['e'],['ćudLiv']
Ludina,['e'],[''],['ima'],['i'],"['bac', 'a']",['e'],['ima'],['ci'],['om'],['a'],['ke'],['ine'],['raznosi']
Ludožder,['a'],[''],,['i'],['a'],['ka'],,['i'],['om'],[''],['a'],['če'],['kućanic']
Ludstvo,['ove'],['o'],"['zi', 'ma']",['i'],['a'],['a'],['ima'],['i'],['om'],['h'],['e'],['i'],"['veleposlanst', 'v']"
LutNa,['hove'],['u'],['kovima'],['u'],,['a'],['ima'],['ji'],['om'],['d'],[''],['e'],['apote']
Luštura,['e'],['a'],"['zi', 'ma']",['u'],"['k', 'a']",['e'],['ima'],,['om'],['k'],['a'],['o'],['prigovor']
Nihalo,['i'],['u'],['ama'],['i'],['a'],['a'],['ama'],['ci'],['cem'],[''],['a'],['u'],"['paten', 't']"
Niva,['e'],['u'],['ima'],['u'],"['k', 'a']",['e'],['ama'],['a'],['em'],[''],['i'],['e'],['peder']
NurgavAc,['e'],['u'],['ama'],['u'],['sti'],['a'],['ama'],['e'],['om'],['a'],['i'],['o'],['šLam']
Nutn,['e'],['u'],['ima'],['i'],['a'],['ka'],['ima'],['a'],['om'],['A'],['e'],[''],['čip']
Nuška,['e'],['u'],['ama'],"['p', 'u']",,['ke'],['ima'],['i'],['om'],['ka'],['i'],['če'],['kratkotrajnost']
Nuškalo,['e'],[''],['cima'],['u'],,['e'],,['i'],['om'],['o'],['i'],['i'],['svemir']
aDuvan,['e'],[''],['cima'],['u'],['a'],['e'],,['e'],['om'],['a'],['e'],['u'],['đihad']
abak,['ge'],['u'],['ima'],['u'],"['h', 'a']",['a'],['ima'],['i'],['em'],['o'],['i'],['u'],['nostalgičar']
abakus,['e'],['u'],['cima'],['u'],['a'],['e'],['cima'],['e'],['om'],['tAk'],['e'],['o'],['nišanDij']
abažur,['e'],['u'],['ima'],['i'],"['ov', 'a']",['e'],['ama'],['i'],,['Ak'],['a'],['o'],['batin']
abdikacija,['e'],['o'],['ima'],['i'],['ga'],['e'],['ima'],,['em'],['a'],,['i'],['nahoč']
abdikant,['ove'],[''],['ima'],['u'],"['a', 'a']",['ke'],['cima'],['i'],['kom'],,['ci'],['o'],['štamparij']
abdomen,['e'],['Ak'],['ima'],['u'],"['j', 'a']",['a'],['ama'],['e'],['om'],['a'],['e'],['e'],['bespuć']
abeceda,"['c', 'a']",['u'],['ima'],['u'],"['a', 'a']",['ka'],,['e'],['om'],['k'],,['o'],['slušateLstv']
abecedar,['i'],['u'],['ama'],['i'],['a'],['e'],,['ovi'],['om'],['a'],['ke'],['o'],['tetovaž']
abecedarij,['e'],['ku'],['ovima'],['u'],['a'],['a'],['ama'],,['om'],[''],,['e'],['Demat']
ablacija,['a'],['u'],['kovima'],['u'],['a'],['e'],,['e'],['om'],['a'],['i'],['če'],['pšenic']
ablativ,['i'],['u'],['ama'],['u'],"['a', 'a']",['e'],['ama'],['i'],['i'],[''],['a'],['o'],"['rit', 'm']"
ablaut,,['a'],['kama'],['i'],['a'],['a'],['ama'],['i'],['kom'],['Ac'],['ge'],['u'],['podmorničar']
abnormalnost,,[''],['evima'],['u'],['a'],['e'],['ima'],,"['p', 'cem']",['ga'],['i'],,['srčano']
abolicija,['e'],[''],['kama'],['cu'],['a'],['i'],['ima'],['i'],['om'],['a'],['i'],['u'],['simpatij']
abonent,['ga'],"['k', 'a']",['ama'],['u'],,['e'],['ama'],['a'],['om'],['Ac'],['a'],['u'],['filantropkiN']
abonirAc,,[''],['ima'],['i'],"['hov', 'a']",['e'],['ima'],['ovi'],['om'],[''],,['o'],['budno']
abonman,['e'],['u'],['ama'],['u'],['sti'],['a'],['ama'],['a'],['om'],['a'],['ci'],['e'],"['vodozem', 'c']"
abortus,['e'],['u'],,['etu'],,['e'],['ima'],['i'],['om'],['k'],,['če'],['carević']
abrazija,['e'],['a'],['cima'],['u'],"['a', 'a']",['i'],['ima'],['ovi'],['om'],[''],['zi'],['e'],['diskusij']
abrevijacija,['e'],[''],['ama'],['u'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['i'],['sociologij']
acetat,['tke'],[''],['ima'],['u'],['a'],['a'],['ovima'],['i'],['i'],['a'],['i'],['ko'],['tapij']
aceton,['ove'],[''],"['s', 'cima']",['u'],['a'],['e'],['cima'],['ke'],['ocem'],[''],,['če'],['sladoku']
ada,['e'],[''],['ama'],['u'],['a'],['e'],['ama'],,['i'],[''],['i'],['o'],['bezgraničnost']
adaptacija,['e'],['u'],"['mi', 'a']",['ku'],['a'],['ka'],['tima'],['ovi'],['om'],,['i'],['o'],['razbojni']
adekvatnost,['e'],['u'],,['u'],['a'],['e'],['cima'],['e'],['om'],['a'],['e'],['u'],['intonacij']
adherent,['e'],[''],['ima'],['u'],"['ev', 'a']",['e'],['stima'],['i'],['om'],['a'],['e'],['o'],['peciv']
adicija,,['e'],['ima'],['u'],['a'],['e'],['ima'],,['om'],['a'],,['če'],['situacij']
adjektiv,['e'],['ku'],['kama'],['cu'],['a'],['a'],['ama'],['e'],['kom'],['a'],['i'],['o'],['venčanic']
adjunkt,['e'],['a'],['ima'],['i'],,['e'],['ama'],['e'],['om'],['ka'],['evi'],['i'],['indologij']
administracija,['e'],['u'],,['i'],['a'],['i'],,['i'],['om'],['a'],['i'],['če'],['tržnic']
administrativka,['e'],['a'],['ama'],['ci'],['a'],['a'],['ama'],,['om'],['a'],['ke'],['i'],['kolovoz']
administrator,['e'],[''],['ama'],['i'],,['e'],['cima'],['e'],['mo'],[''],['e'],['že'],['kćerk']
admiral,['e'],[''],['ima'],['u'],['a'],['ja'],['ima'],['e'],['om'],['a'],['e'],['u'],['procesij']
admiralitet,['e'],['u'],,['ci'],['a'],['e'],['hama'],['i'],['om'],['k'],['e'],['če'],['bevand']
admitancija,['ce'],['u'],['ima'],['ku'],['a'],['a'],,['ci'],['kom'],[''],,['e'],['točno']
adolescentica,['sti'],['ku'],['cima'],['i'],['a'],['a'],['ama'],['i'],['šću'],[''],,,['ablacij']
adopcija,['e'],[''],['ima'],['ku'],['a'],['e'],['ima'],,['om'],[''],['i'],['u'],['veš']
adoptacija,['e'],['u'],['ama'],['i'],['a'],['a'],['ama'],['e'],['om'],[''],['sci'],['o'],['siroma']
adoracija,['e'],['u'],['kama'],['ocu'],['a'],['i'],['ama'],['e'],['om'],['a'],['i'],['o'],['svr']
adorator,['e'],['g'],['ama'],['i'],['ga'],['a'],['ama'],['a'],['em'],[''],,['e'],['topić']
adoratorica,,['e'],,['u'],,['ga'],['ama'],,['om'],['a'],['a'],['o'],['sposobno']
adresa,['ke'],"['k', 'a']",,['i'],['a'],['e'],['ama'],['a'],['om'],['a'],,['o'],['trolist']
adresant,['a'],[''],['ovima'],['i'],"['ev', 'a']",['e'],['ima'],['ke'],['om'],[''],['i'],['o'],['patkic']
adresar,['e'],['u'],['sima'],['u'],['a'],['i'],['ama'],['i'],['om'],[''],['e'],['e'],['šlic']
adresat,['e'],['u'],['ima'],['u'],['a'],['a'],['ovima'],['e'],['om'],[''],['i'],['e'],['bekhend']
adut,['e'],['u'],,['tu'],"['ov', 'a']",['e'],['ima'],['ši'],['om'],['ka'],['e'],['ko'],['mekonepčani']
advent,['e'],['a'],,['i'],['a'],['ke'],['ima'],['ci'],['om'],['e'],['e'],['o'],['improvizacij']
adventist,['e'],['u'],['ima'],['u'],['a'],['a'],['ima'],['e'],['om'],['a'],,['e'],['množin']
adventistica,['a'],['A'],['ama'],['u'],,['a'],['ima'],['i'],['kom'],['a'],['i'],['e'],['blaN']
adverb,['e'],['u'],['ima'],['i'],['a'],['ke'],['tkama'],['zi'],['em'],['k'],['i'],['že'],['iskric']
advokat,,['a'],['ima'],,,['e'],['ima'],['e'],['om'],[''],['a'],['e'],['šprahfeler']
aerobik,['e'],['a'],,['u'],['a'],['a'],['stima'],['e'],['mo'],[''],['ovi'],['u'],['aspirin']
aerobiologija,['ge'],['u'],['ama'],['ku'],"['a', 'a']",['i'],['ocima'],['e'],['kom'],[''],['i'],['če'],['neprenosivost']
aerodinamika,['e'],['u'],['ama'],['i'],"['a', 'a']",['a'],['ama'],['a'],['om'],['a'],['i'],['o'],['spavačic']
aerodrom,['e'],['u'],['ima'],['u'],['ga'],['a'],['ovima'],['e'],['om'],['a'],['e'],['e'],['uskli']
aerolit,['e'],['u'],['ima'],['ku'],['a'],['a'],,['a'],['om'],[''],['i'],['o'],"['aspek', 't']"
aeromehaničar,,[''],['ima'],['mu'],"['hov', 'a']",['a'],['ovima'],['e'],['om'],['a'],['e'],['i'],"['novemb', 'r']"
aerosol,['a'],['a'],['ama'],['u'],"['a', 'a']",['ke'],,,['om'],[''],['e'],['ko'],['obruč']
afekt,['ce'],['a'],['ima'],['i'],['a'],['a'],,['ad'],['om'],['a'],,['e'],['životopis']
afektacija,['e'],['k'],['ama'],['u'],"['k', 'a']",['a'],['kama'],['i'],['em'],['a'],['ci'],['ko'],['trav']
afera,,['u'],['kama'],['i'],,['e'],['ima'],['i'],['om'],['c'],['i'],['e'],['li']
afereza,,[''],['stima'],['i'],"['k', 'a']",['e'],['ama'],['e'],['em'],[''],['e'],['e'],['autorizacij']
afiks,['ke'],['u'],['ama'],['u'],['a'],['e'],,['si'],['om'],[''],['e'],['i'],['podražaj']
afinitet,['e'],['u'],,['u'],['a'],['a'],['nima'],['ci'],['om'],['a'],['e'],['o'],['krakatost']
afirmacija,['e'],"['k', 'a']",,['i'],"['a', 'a']",['e'],['ima'],['ovi'],['om'],[''],['ci'],['e'],['opstrukcij']
aforist,['ge'],"['h', 'a']",['ovima'],['i'],,['a'],['cima'],['e'],['om'],['a'],['i'],['o'],['dvojin']
aforizAm,['e'],['A'],['ima'],['sti'],['i'],['e'],"['zi', 'ma']",['i'],['om'],['a'],['i'],['i'],['čitaonic']
afrikanizAm,['e'],['u'],['ima'],['u'],"['ac', 'a']",['ca'],['cima'],['i'],['om'],['A'],['e'],['o'],['kreatoric']
afrikata,['e'],[''],,['i'],['a'],['a'],['ama'],['e'],['om'],['bA'],['i'],,['vojs']
afrodizijak,['e'],['u'],['ama'],['i'],"['a', 'a']",['e'],['ama'],,['om'],['in'],['e'],['u'],['vrhun']
aga,['e'],['u'],['ima'],['u'],['a'],['e'],['ama'],['i'],['i'],['k'],['i'],['če'],['belaN']
agami,['e'],"['t', 'k', 'a']",['ima'],['u'],,['i'],['evima'],['ci'],['om'],['ka'],['i'],['ko'],['porekl']
agava,['e'],['u'],['ama'],,['a'],['e'],['ama'],['i'],['om'],['e'],['e'],['u'],['trofej']
agencija,['e'],['u'],['ima'],['i'],['a'],['i'],['ama'],['i'],['om'],['k'],['ovi'],['ko'],['svjetlopis']
agent,['e'],['u'],['cima'],['i'],['a'],['a'],['ama'],['sti'],['om'],[''],['i'],['o'],['pećin']
agitacija,,['h'],['ama'],['u'],['a'],['e'],['ama'],['e'],['om'],[''],['i'],['če'],['pederastij']
agitator,['a'],['a'],,['ci'],['a'],['e'],['ama'],,['cem'],[''],['e'],['i'],"['panenteiz', 'm']"
aglomeracija,['e'],['u'],['ama'],['i'],['a'],['e'],['ovima'],['e'],['i'],[''],['i'],['o'],['mišić']
aglomerat,['a'],['u'],['ama'],['u'],['li'],['a'],['ama'],['i'],['om'],['a'],,['u'],['lom']
aglutinacija,,['u'],"['zi', 'ma']",['i'],"['a', 'a']",['a'],['stima'],['i'],['om'],[''],['ci'],['o'],['španijel']
agnosticizAm,['ove'],['u'],['ima'],['i'],"['a', 'a']",['a'],['ima'],['e'],['kom'],[''],,['o'],['glasač']
agnostik,['e'],[''],['ama'],['u'],['a'],['a'],['ama'],,['šću'],['o'],['ci'],['e'],['mlitav']
agnostičar,['e'],[''],['ima'],['i'],['ama'],['ke'],['ama'],['e'],['om'],[''],['e'],['o'],['ateist']
agnostičarka,['ke'],[''],['ima'],['u'],['a'],['ca'],['dima'],['ci'],['om'],['a'],['e'],['o'],['protunapad']
agonija,,['A'],['ima'],['i'],"['a', 'a']",['a'],['ima'],['e'],['om'],[''],['ke'],['sti'],['pohlepnost']
agresija,['e'],['u'],['ama'],['u'],,['a'],['cima'],['e'],['om'],['z'],['a'],['u'],"['slobodarst', 'v']"
agresivnost,,[''],,['u'],"['ov', 'a']",['a'],['cima'],['ci'],['om'],['k'],['ci'],['o'],['embrij']
agresor,['e'],['u'],['ama'],['u'],['a'],['a'],['ama'],['e'],['em'],[''],['i'],['o'],['gluhoć']
agrikultura,['e'],[''],['ima'],['u'],['a'],['a'],['ama'],['i'],['om'],['a'],"['v', 'a']",['o'],['krepkost']
agronom,['ove'],['e'],['ima'],['i'],['a'],['ka'],['ama'],['i'],['om'],[''],['e'],['u'],['grejpfrut']
ajatolah,['e'],['a'],['ama'],['i'],,['e'],['ama'],['e'],['om'],['a'],['e'],['če'],['delfin']
ajkula,['ke'],[''],['ima'],['i'],"['ov', 'a']",['e'],['ima'],['i'],['om'],[''],['e'],['o'],['šlager']
ajvar,['ge'],['u'],['ama'],['u'],"['a', 'a']",['e'],['ima'],['e'],['om'],[''],['ovi'],['o'],['rasliN']
akademija,['ke'],[''],['ama'],['i'],['a'],['e'],"['mi', 'a']",['i'],['mom'],['ka'],['i'],['o'],['zahtev']
akademik,['ke'],['u'],,['gu'],['i'],['e'],['ama'],['i'],['om'],[''],['e'],['o'],['ban']
akceleracija,['e'],['o'],['ima'],['u'],['a'],['a'],['ima'],['ovi'],['om'],['a'],['e'],['e'],"['šmrk', 'L']"
akcelerator,['e'],[''],['ama'],['u'],['a'],"['s', 'ca']",['ama'],['e'],['om'],['a'],['e'],['sti'],['iv']
akcenAt,['e'],['a'],['cima'],['i'],['a'],['e'],['ima'],['e'],['gom'],['a'],['e'],['o'],['nizan']
akcent,['a'],['u'],['ama'],,['sti'],['e'],['ima'],['i'],['om'],['A'],['i'],['o'],['oper']
akceptor,['e'],['u'],['cima'],['gu'],"['a', 'a']",['i'],"['zi', 'ma']",['e'],['om'],[''],['e'],['o'],['podstanar']
akcija,['tke'],['e'],['ima'],['i'],['a'],['a'],['ima'],['i'],['om'],[''],['i'],['e'],['nepažN']
aklamacija,['e'],[''],['ima'],['i'],"['k', 'a']",['a'],['ama'],['e'],['om'],['a'],['i'],['e'],['trijumf']
aklimatizacija,['ove'],"['z', 'a']",['ima'],['i'],,['i'],['ama'],['i'],['mo'],['a'],['e'],['e'],['ukras']
akomodacija,['e'],['h'],['tkama'],['i'],['a'],['a'],,['ovi'],['om'],['d'],['e'],['e'],['utr']
akontacija,,['o'],"['mi', 'a']",['u'],['a'],['e'],['ima'],,['om'],[''],['e'],['e'],['hrani']
akord,['e'],[''],['cima'],['i'],['a'],['a'],['ima'],['ovi'],['mo'],[''],['i'],['o'],['glavic']
akra,['e'],['u'],['cima'],['i'],['a'],['a'],['cima'],['e'],['om'],['a'],['ci'],['o'],['defetistkiN']
akreditiv,['e'],['A'],['ama'],['u'],['a'],['e'],['ama'],,['om'],['k'],['e'],['i'],['ožiL']
akrobacija,,['u'],"['mi', 'a']",['ku'],['a'],['ka'],['cima'],['i'],['om'],['a'],['i'],['o'],['ginekologij']
akrobat,['e'],['u'],['ama'],['i'],"['k', 'a']",['e'],['ama'],['e'],['om'],[''],,['e'],['komičnost']
akromegalija,['e'],['u'],,['cetu'],"['a', 'a']",['e'],['ima'],['i'],['cem'],['k'],,['e'],['pazu']
akronim,['e'],['e'],['ama'],['ku'],"['a', 'a']",['sti'],['cima'],,['om'],[''],['ovi'],['o'],['astm']
akropola,['e'],['u'],['ima'],['i'],"['ov', 'a']",['e'],['ama'],"['n', 'a']",['om'],['o'],['e'],['če'],['pramen']
akrostih,,['o'],['stima'],['i'],['a'],['a'],['ama'],['e'],['em'],['a'],['e'],['oče'],"['čakaviz', 'm']"
aksiom,['e'],[''],['ama'],['u'],['a'],['e'],['ovima'],['e'],['om'],['e'],['i'],['e'],['najamni']
akt,['ge'],['ku'],['ima'],['i'],"['ev', 'a']",['i'],['ima'],['i'],['kom'],['a'],['e'],['u'],['rožNa']
akter,['ge'],[''],['cima'],['i'],"['ac', 'a']",['e'],['ama'],['ci'],['om'],[''],['e'],['če'],['guzic']
aktivacija,['a'],['a'],['ima'],['ci'],,['a'],['ovima'],['e'],['om'],[''],['ci'],['ko'],['carinarnic']
aktivist,['e'],['ku'],['cima'],['i'],['a'],['i'],['ima'],['i'],['om'],['o'],['e'],['o'],['nasledni']
aktivistkiNa,['e'],['o'],['ama'],['i'],['a'],['e'],['ama'],['ke'],['om'],['e'],['e'],['o'],['koraL']
aktivizAm,['e'],[''],['ama'],['ku'],['a'],['e'],,,['kom'],[''],['e'],['e'],['mašin']
aktivnost,,[''],['ama'],['i'],"['k', 'a']",['a'],['ama'],['i'],['om'],[''],['i'],['u'],['besnil']
aktovka,['e'],['a'],['ima'],['u'],['a'],['a'],,['e'],['om'],['a'],['i'],['o'],['aršin']
akulturacija,['e'],[''],['ima'],['i'],['a'],['e'],['ima'],['kovi'],['om'],[''],['i'],['o'],['sekret']
akumulacija,['e'],['u'],['ima'],['u'],['a'],['ve'],"['zi', 'ma']",['i'],['om'],['a'],['a'],['e'],['posmrč']
akumulator,['e'],[''],['ima'],['i'],['a'],['i'],['ima'],['e'],['om'],[''],,['e'],['floskul']
akustika,['e'],['o'],['ama'],['i'],['a'],['a'],['ima'],,['om'],[''],['e'],['o'],['mrv']
akuzativ,['e'],['u'],['cima'],['i'],"['ac', 'a']",['ca'],['ima'],['i'],['om'],['a'],['i'],['ko'],['melem']
akvanaut,['e'],['u'],['ima'],['i'],['a'],['a'],,['e'],['om'],[''],['i'],['e'],['kričavost']
akvarel,['e'],['u'],['ima'],['u'],"['h', 'a']",['e'],['ama'],['e'],['om'],[''],['e'],['u'],['baterij']
akvizicija,['e'],[''],['ama'],['i'],['a'],['e'],['ama'],,['om'],['a'],['a'],['e'],['top']
alarm,['e'],['u'],['ima'],['i'],['a'],['a'],['ama'],['oci'],['om'],[''],['ovi'],['e'],['demago']
alat,['e'],['a'],['ima'],['i'],"['l', 'a']",['e'],['ama'],['e'],['om'],[''],['e'],['sti'],['prirodoznanstv']
albanolog,,['u'],['ima'],['u'],,['a'],['ama'],['ovi'],['šću'],['o'],['e'],['če'],['oblačin']
albanološkiNa,['e'],['o'],['cima'],['u'],['a'],['a'],['ama'],['e'],['om'],['o'],['e'],['e'],['bezja']
albatros,['me'],['u'],['ama'],['u'],['a'],['e'],['ama'],['ovi'],['om'],[''],['e'],['o'],['provokacij']
albin,['e'],[''],['ama'],['u'],['a'],['e'],['ama'],['a'],['om'],[''],['a'],['ko'],['hrušt']
albino,['e'],['u'],['ima'],['i'],['a'],['e'],['ima'],,['i'],['k'],['ci'],['o'],['anagram']
albit,['e'],"['k', 'a']",['ama'],['u'],['a'],['ka'],,['i'],['om'],[''],['a'],['o'],['neprijateL']
album,['e'],[''],['ima'],['i'],['a'],['a'],['ama'],['čevi'],['om'],['h'],['a'],['i'],['tekstur']
alegorija,['ove'],['a'],['ama'],['i'],['a'],['a'],['ama'],['a'],['om'],['a'],['e'],['o'],['vezni']
alergija,['e'],['u'],['govima'],['i'],['a'],['e'],['cima'],['ovi'],['om'],['k'],,['e'],['smer']
alergičnost,,['a'],"['scim', 'a']",['i'],"['a', 'a']",['a'],['ama'],['ke'],['om'],[''],['oci'],['ko'],['grešnic']
alergolog,['e'],['a'],['ama'],['i'],['a'],['e'],['ima'],['a'],['om'],[''],['e'],['e'],['antraks']
alfa,['ke'],['u'],['ima'],['i'],['a'],['e'],['ama'],['a'],['om'],[''],"['n', 'a']",['o'],"['potomst', 'v']"
alfabet,['e'],['e'],['ama'],['u'],['a'],['e'],,['e'],['om'],[''],['a'],['o'],['spomeni']
algebra,['e'],['o'],['kama'],['ci'],['a'],['ka'],['ima'],['i'],['em'],['k'],['i'],['i'],['kotačić']
algoritAm,['e'],['g'],['ama'],['u'],['a'],['e'],['ćom'],['a'],['om'],['a'],['e'],['o'],['maršal']
alibi,['jele'],[''],['ima'],['u'],['a'],['ca'],['kama'],['i'],['i'],['a'],['ci'],['če'],['graničar']
aligator,['sti'],['e'],['kama'],['u'],['a'],['ve'],['cima'],['i'],['em'],[''],['i'],['i'],['električar']
alijansa,['ge'],['u'],"['mi', 'a']",['i'],"['a', 'a']",['a'],['ama'],['zi'],['om'],['o'],['e'],['o'],['nerazboritost']
aliteracija,['e'],['u'],['ama'],['u'],['a'],['a'],['ama'],['i'],['kom'],['a'],['e'],,['širi']
alka,['e'],['u'],['ima'],['u'],"['ac', 'a']",['ca'],['ima'],['i'],['om'],[''],,['o'],['tenkist']
alkaloid,['e'],"['c', 'a']",['cima'],['u'],['a'],['a'],['ama'],['ci'],['i'],['a'],,['o'],['pe']
alkohol,['e'],['u'],['ama'],['gu'],['a'],['e'],['ovima'],['e'],['om'],['e'],,['e'],['slo']
alkoholija,['i'],[''],['ama'],['u'],['a'],['a'],['ama'],['i'],['om'],['A'],['i'],['če'],['struktur']
alkoholičar,['e'],[''],['ama'],['i'],['a'],['a'],['ama'],,['om'],[''],['e'],['o'],"['siječ', 'N']"
almanah,,['a'],['ama'],['u'],['a'],['a'],,['i'],['om'],['e'],['i'],['e'],['deflacij']
alofon,['ke'],[''],['ovima'],['u'],"['ov', 'a']",['e'],['ama'],['zi'],['om'],['a'],['e'],['o'],['revolver']
alomorf,,,['ama'],['u'],['a'],['e'],['ima'],['e'],['om'],['Ak'],['i'],['u'],['medaL']
alotrop,['e'],[''],['ima'],['u'],"['tak', 'a']",['e'],['kama'],,['om'],['o'],,['u'],['nekomunikativnost']
alpinist,['ke'],['g'],['ima'],['i'],['a'],['ke'],['ama'],['e'],['om'],[''],['i'],['e'],['aerografij']
alpinizAm,['e'],['k'],['ima'],['u'],['a'],['a'],['ima'],['i'],['om'],['e'],['i'],['o'],['goved']
alteracija,['e'],['a'],"['mi', 'a']",['u'],"['a', 'a']",['a'],['kama'],['e'],['om'],[''],['i'],['e'],"['špig', 'l']"
alternacija,['ove'],['st'],['cima'],['u'],['a'],['e'],['ama'],['i'],['om'],['k'],['e'],['če'],['štedNa']
alternativa,['e'],['ku'],['ama'],['i'],['a'],['a'],['ima'],['e'],['om'],[''],['i'],['i'],['kravLa']
altimetAr,['e'],['u'],,['u'],,['a'],['ama'],['ke'],['om'],['a'],,['e'],['kanalizacij']
altituda,['ške'],['a'],"['mi', 'a']",['u'],"['ov', 'a']",['a'],['stima'],['e'],['om'],['o'],,['e'],['blagoslov']
