,1.imp.prs.pl,1.ind.prs.pl,1.ind.prs.sg,1.prs.pl.sbjv,1.sg.prs.cond,1.sg.prs.sbjv,2.ind.pl.pst,2.ind.sg.pst,2.pl.pst.sbjv,2.prs.cond.pl,2.sg.prs.cond,2.sg.pst.sbjv,3.ind.fut.pl,3.ind.fut.sg,3.pl.pst.sbjv,3.prs.pl.sbjv,3.sg.pst.sbjv,imp.prs.2.sg,ind.1.pl.ipfv,ind.1.pst.sg,ind.1.sg.ipfv,ind.3.pl.ipfv,ind.3.pl.pst,ind.3.prs.pl,ind.3.prs.sg,ind.3.sg.ipfv,ind.3.sg.pst,ind.fut.1.pl,ind.fut.1.sg,ind.fut.pl.2,ind.fut.sg.2,ind.pl.2.ipfv,ind.prs.2.sg,ind.sg.2.ipfv,inf,m.ptcp.pl.pst,m.ptcp.sg.pst,pl.1.prs.cond,pl.1.pst.sbjv,pl.3.prs.cond,pl.imp.prs.2,pl.ind.1.pst,pl.ind.prs.2,pl.prs.2.sbjv,ptcp.pl.pst.f,ptcp.prs,ptcp.sg.pst.f,sg.1.pst.sbjv,sg.3.prs.cond,sg.3.prs.sbjv,sg.prs.2.sbjv,stem
abonner,"['s', 'ɔ̃']",['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['a'],"['ə', 'asje']","['ɔ', 'əʁje']","['ɔ', 'əʁE']",['as'],"['ʁ', 'ɔ̃']","['ɔ', 'əʁa']",['as'],[''],['ɛ̃'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],['aɲ'],[''],['jE'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],['dʁ'],"['O', 'e']",['je'],['əʁjɔ̃'],"['jas', 'jɔ̃']","['ɛ', 'əʁE']",['e'],"['E', 'am']","['s', 'e']",['je'],"['O', 'e']",['sɑ̃'],['e'],['as'],['əʁE'],['s'],[''],['kɔ̃paʁ']
abonnir,['ɔ̃'],['ɔ̃'],['y'],['jɔ̃'],['əʁE'],[''],"['E', 'at']",['a'],['asje'],['əʁje'],"['ɔ', 'əʁE']",['as'],"['ʁ', 'ɔ̃']","['iʁ', 'a']",['as'],['ɔ'],['a'],[''],"['ɔlv', 'jɔ̃']",['E'],['E'],"['w', 'E']",['Eʁ'],['ɔ'],[''],['E'],['ɥa'],"['əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['əʁ', 'e']",['əʁa'],['je'],[''],['E'],"['E', 'e']","['ə', 'e']",['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['je'],"['Øv', 'je']",['je'],['jɑ̃'],['je'],['as'],['əʁE'],[''],['s'],['balad']
aborder,['ɔ̃'],"['E', 'ɔ̃']",[''],"['t', 'jɔ̃']",['ʁE'],[''],['at'],['ja'],"['O', 'asje']",['əʁje'],['əʁE'],['s'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],['sis'],[''],['wa'],['jɔ̃'],['E'],['E'],['sE'],['ʁ'],['ɔ'],[''],['E'],['a'],"['əʁ', 'ɔ̃']","['ɛ', 'əʁE']","['əʁ', 'e']",['əʁa'],"['d', 'je']",['ʁ'],['E'],"['O', 'e']",['e'],[''],['əʁjɔ̃'],"['E', 'asjɔ̃']",['oʁE'],['e'],['am'],"['O', 'e']",['je'],['je'],['sɑ̃'],['e'],['as'],['əʁE'],[''],[''],['dEfʁEʃi']
aboucher,"['o', 'ɔ̃']","['O', 'ɔ̃']",[''],['jɔ̃'],"['y', 'ʁE']",[''],['at'],[''],['asje'],['əʁje'],['əʁE'],['jas'],"['ɔ', 'əʁ', 'ɔ̃']",['ʁa'],['as'],[''],[''],[''],['jɔ̃'],"['ə', 'E']",['E'],['sE'],['Eʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']","['ɛ', 'əʁa']","['o', 'je']",[''],['E'],['e'],[''],['e'],"['ɛ', 'əʁjɔ̃']",['asjɔ̃'],['əʁE'],['e'],['am'],"['v', 'e']","['E', 'je']",['je'],['tɑ̃'],['e'],['as'],['əʁE'],['ɔ'],['ɛ'],"['ʁəs', 'l']"
abouler,"['O', 'ɔ̃']",['jɔ̃'],[''],['jɔ̃'],['əʁE'],['ɔ'],['at'],['y'],"['jas', 'je']","['ɛ', 'əʁje']",['əʁE'],['ys'],"['ɛ', 'əʁ', 'ɔ̃']","['ɛ', 'əʁa']",['as'],['ɛ'],['a'],[''],['jɔ̃'],"['O', 'E']",['E'],"['O', 'E']",['Eʁ'],['ɔ'],['ɔ'],['E'],"['E', 'a']","['iʁ', 'ɔ̃']",['əʁE'],"['ɛ', 'əʁ', 'e']","['iʁ', 'a']","['O', 'je']",[''],['E'],['ɔʁ'],[''],['e'],['əʁjɔ̃'],['sjɔ̃'],['əʁE'],['e'],['am'],"['O', 'e']",['je'],['e'],['ɑ̃'],['e'],['as'],"['ɔ', 'əʁE']",[''],[''],['dEkyv']
aboutir,"['O', 'ɔ̃']",['ɔ̃'],['i'],['sjɔ̃'],"['iʁ', 'E']",['i'],['at'],['a'],"['O', 'asje']","['ɛ', 'əʁje']","['ɛ', 'əʁE']",['as'],"['ɔ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁa']",['as'],['s'],['a'],[''],"['ə', 'jɔ̃']","['O', 'E']",['E'],['E'],"['O', 'Eʁ']",['i'],[''],['E'],['a'],"['e', 'E', 'əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']","['ɛ', 'əʁa']",['je'],[''],['jE'],['je'],['i'],['e'],['əʁjɔ̃'],"['O', 'asjɔ̃']","['ɔ', 'əʁE']","['E', 'e']",['am'],['e'],['je'],['je'],['ɑ̃'],[''],['as'],"['ɔ', 'əʁE']",[''],['ɛ'],['ʁɛspɛkt']
aboyer,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],"['E', 'a']",['asje'],['əʁje'],['əʁE'],['as'],"['ɔ', 'əʁ', 'ɔ̃']",['əʁa'],['as'],['s'],"['E', 'a']",[''],['jɔ̃'],[''],['E'],['E'],"['O', 'Eʁ']",[''],[''],"['O', 'E']",['ti'],"['əʁ', 'ɔ̃']","['E', 'əʁE']","['ɔ', 'əʁ', 'e']",['ʁa'],"['E', 'je']",[''],"['ɥ', 'E']",['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['ʁE'],['e'],['zim'],['e'],['je'],['e'],"['ə', 'nɑ̃']",['e'],['as'],"['ɔ', 'əʁE']",['ɔ'],['ɛ'],['sakʁ']
abreuver,['ɔ̃'],['ɔ̃'],['ɛ'],['jɔ̃'],['əʁE'],[''],['at'],"['aɲ', 'i']",['asje'],"['ɔ', 'əʁje']",['jɛ̃dʁE'],"['E', 'as']","['ɔ', 'əʁ', 'ɔ̃']",['əʁa'],"['E', 'as']",[''],['ti'],[''],['jɔ̃'],"['O', 'E']",['E'],"['O', 'E']",['Eʁ'],[''],[''],['EsE'],['a'],"['ɔ', 'əʁ', 'ɔ̃']",['əʁE'],"['ʁ', 'e']",['əʁa'],['je'],['E'],"['O', 'sE']",['e'],['e'],['e'],"['ɔ', 'əʁjɔ̃']",['sjɔ̃'],['dʁE'],"['Ø', 'je']",['am'],"['E', 'e']","['E', 'je']",[''],['ɑ̃'],['e'],['as'],['əʁE'],['ɔ'],[''],['sustʁ']
abriter,"['s', 'ɔ̃']","['O', 'ɔ̃']",['ɔ'],['jɔ̃'],['ʁiʁE'],['s'],['at'],['a'],"['O', 'asje']","['ɔ', 'əʁje']",['ʁE'],['jas'],"['əʁ', 'ɔ̃']","['iʁ', 'a']",['ys'],[''],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['Eʁ'],['ɔ'],['ɔ'],"['O', 'E']",['a'],"['Etʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']","['ɛ', 'əʁa']","['O', 'je']",['ɛ'],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],"['O', 'e']",['am'],['e'],['je'],['e'],['ɑ̃'],['e'],['was'],['əʁE'],['ɛ'],[''],['ʁədut']
abroger,"['Øv', 'ɔ̃']",['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],"['O', 'a']","['ys', 'je']","['dʁi', 'je']",['ʁE'],"['E', 'as']","['əʁ', 'ɔ̃']",['əʁa'],['as'],['ɔ'],['a'],['ɔ'],"['y', 'jɔ̃']",['E'],['E'],['E'],['Eʁ'],[''],[''],"['O', 'E']","['ə', 'a']","['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']",['əʁa'],['je'],[''],['E'],"['j', 'e']",['e'],"['ə', 'e']",['əʁjɔ̃'],['asjɔ̃'],['əʁE'],"['ə', 'e']",['am'],"['E', 'e']","['z', 'je']",['je'],"['O', 'ɑ̃']",['e'],['as'],['əʁE'],[''],[''],"['v', 'g']"
abrutir,['ɔ̃'],['ɔ̃'],[''],"['O', 'jɔ̃']",['əʁE'],[''],['at'],['ja'],['jasje'],['əʁje'],['əʁE'],['as'],"['ɛ', 'əʁ', 'ɔ̃']",['əʁa'],['s'],[''],"['ə', 'a']",[''],"['i', 'jɔ̃']","['ə', 'E']","['O', 'E']",['E'],['Eʁ'],[''],[''],"['E', 'E']",['a'],"['əʁ', 'ɔ̃']",['ʁE'],"['əʁ', 'e']",['əʁa'],"['E', 'je']",[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],"['ɛ', 'əʁE']","['O', 'e']",['jam'],['e'],['je'],"['ɥ', 'e']",['ɑ̃'],['e'],['as'],"['ɔ', 'əʁE']",['ɛ'],['t'],"['dʁ', 'n']"
abréger,['ɔ̃'],"['E', 'ɔ̃']",['ɔ'],"['E', 'jɔ̃']","['y', 'ʁE']",[''],['at'],['a'],['asje'],"['ɛ', 'əʁje']",['ʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],"['O', 'as']",[''],['a'],[''],['sjɔ̃'],['E'],"['E', 'E']","['E', 'E']","['E', 'Eʁ']",[''],[''],['E'],"['O', 'a']","['əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['əʁ', 'e']",['əʁa'],['je'],[''],"['O', 'E']",['e'],['e'],"['O', 'e']",['əʁjɔ̃'],['sjɔ̃'],['ʁE'],"['ɥ', 'e']",['am'],['e'],['je'],['e'],['ɑ̃'],['e'],"['E', 'as']",['əʁE'],[''],[''],"['sɑ̃ksj', 'n']"
absenter,['ɔ̃'],['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],['at'],['ja'],"['O', 'asje']",['əʁje'],['əʁE'],['is'],"['əʁ', 'ɔ̃']","['ɔ', 'əʁa']",['as'],[''],['a'],[''],['jɔ̃'],['jE'],['E'],['E'],['Eʁ'],[''],[''],"['O', 'E']",['a'],"['ɑ̃dʁ', 'ɔ̃']",['əʁE'],['pʁe'],['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],"['ʁ', 'jɔ̃']","['O', 'asjɔ̃']",['ʁE'],['e'],['am'],['e'],['e'],"['O', 'e']",['ɑ̃'],['e'],['s'],"['ɔ', 'əʁE']",['ɔ'],[''],['papʁas']
absorber,['jɔ̃'],['ɔ̃'],[''],"['d', 'jɔ̃']",['əʁE'],[''],['jat'],['a'],['asje'],['iʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],['as'],[''],['ja'],['ɛ'],['jɔ̃'],['E'],['E'],"['Eɲ', 'E']",['Eʁ'],['d'],[''],['E'],['a'],"['əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['ɛ', 'əʁ', 'e']",['əʁa'],['je'],[''],['E'],['e'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],"['O', 'am']",['e'],['je'],['ti'],['ɑ̃'],['e'],['as'],"['ɛ', 'əʁE']",['d'],['s'],"['ɛ̃kOm', 'd']"
absoudre,"['O', 'ɔ̃']",['ɔ̃'],[''],['ɔ̃'],"['ɔ', 'əʁE']",['ɔ'],['at'],['a'],['asje'],"['ɔ', 'əʁje']",['əʁE'],"['j', 'as']","['y', 'ʁ', 'ɔ̃']",['əʁa'],['as'],[''],['a'],[''],['jɔ̃'],"['O', 'E']","['O', 'E']",['E'],['Eʁ'],[''],[''],['E'],['a'],"['waE', 'waEʁ', 'ɔ̃']",['əʁE'],"['ɛ', 'əʁ', 'e']",['əʁa'],['je'],[''],['sE'],['e'],"['O', 'e']",[''],['əʁjɔ̃'],"['O', 'asjɔ̃']",['əʁE'],['e'],"['O', 'am']","['O', 'e']",['je'],"['E', 'e']","['ə', 'ɑ̃']",['e'],['as'],['əʁE'],[''],[''],['ʁəman']
abstenir,"['ə', 'ɔ̃']",['ɔ̃'],['ɔ'],['ɔ̃'],"['ɔ', 'əʁE']",[''],['ɥat'],['a'],['asje'],"['ɔ', 'əʁje']",['əʁE'],['as'],"['ɛ', 'əʁ', 'ɔ̃']",['əʁa'],"['d', 'is']",[''],"['O', 'a']",[''],['ɔ̃'],['E'],['E'],['E'],['Eʁ'],[''],[''],['E'],['a'],"['ʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']","['ɔ', 'əʁa']",['e'],[''],['E'],"['E', 'e']",['e'],"['ə', 'e']","['ɛ', 'əʁjɔ̃']",['asjɔ̃'],"['ɛ', 'əʁE']",['e'],['am'],"['O', 'e']",['je'],['e'],['ɑ̃'],"['w', 'e']",['as'],"['iʁ', 'E']",['z'],[''],['pʁOtɛst']
abstraire,['ɔ̃'],"['s', 'ɔ̃']",[''],['jɔ̃'],"['ɔ', 'əʁE']",[''],['at'],[''],['asje'],['ʁje'],['əʁE'],['jas'],"['iʁ', 'ɔ̃']","['ɛ', 'əʁa']",['as'],['s'],['a'],[''],['jɔ̃'],['E'],['E'],['E'],['ʁ'],[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']","['ɔ', 'əʁa']",['je'],[''],['E'],['e'],['e'],['d'],['ʁjɔ̃'],"['E', 'asjɔ̃']",['əʁE'],['je'],['jam'],['e'],['je'],"['o', 'e']",[nan],['je'],['as'],['əʁE'],[''],['ɛ'],['ɛ̃vɛstig']
abuser,"['t', 'ɔ̃']","['s', 'ɔ̃']",[''],['jɔ̃'],['əʁE'],['ɛ'],"['ə', 'at']",['a'],['asje'],['əʁje'],['əʁE'],"['d', 'is']","['əʁ', 'ɔ̃']",['ʁa'],['as'],[''],['a'],['i'],"['O', 'jɔ̃']",['E'],['E'],['E'],['ʁ'],[''],['ɔ'],['jE'],"['O', 'a']","['əʁ', 'ɔ̃']","['iʁ', 'E']","['əʁ', 'e']",['əʁa'],['je'],['ɔ'],['E'],['ʁ'],['e'],"['O', 'e']",['əʁjɔ̃'],[nan],['əʁE'],['e'],"['O', 'am']",['e'],['je'],"['O', 'e']",['ɑ̃'],['e'],['as'],['əʁE'],['ɔ'],['ɛ'],['tʁØst']
abâtardir,['ɔ̃'],"['O', 'ɔ̃']",[''],['jɔ̃'],"['ɛ̃d', 'ʁE']",['jɛn'],['at'],['a'],['asje'],['əʁje'],['dʁE'],['as'],"['ɔ', 'əʁ', 'ɔ̃']",['ʁa'],['as'],[''],['a'],[''],"['O', 'jɔ̃']",['E'],['E'],['E'],"['O', 'Eʁ']",[''],[''],['E'],['a'],"['əʁ', 'ɔ̃']",['ʁE'],"['ɛ', 'əʁ', 'e']","['iʁ', 'a']",['je'],['ɔ'],"['z', 'E']","['O', 'e']",['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['dʁE'],"['wa', 'je']",['am'],['ze'],['je'],['e'],['sɑ̃'],"['E', 'e']",['ɛ̃s'],['əʁE'],[''],[''],['imaʒ']
abêtir,"['E', 'ɔ̃']",['ɔ̃'],[''],['jɔ̃'],['əʁE'],['p'],['at'],['a'],['ɥasje'],['əʁje'],['əʁE'],['as'],"['əʁ', 'ɔ̃']",['əʁa'],"['O', 'as']",[''],[''],['ɛ'],"['j', 'ɔ̃']","['O', 'E']",['sE'],['E'],['Eʁ'],['s'],[''],['E'],['a'],"['ɔ', 'əʁ', 'ɔ̃']","['iʁ', 'E']","['əʁ', 'e']",['əʁa'],['e'],['ɔ'],['E'],['je'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['je'],['je'],['je'],['aɲɑ̃'],['e'],['as'],['əʁE'],['ɔ'],[''],['muʃaʁd']
abîmer,"['E', 'ɔ̃']",['ɔ̃'],[''],"['O', 'jɔ̃']",['əʁE'],[''],['t'],['a'],['asje'],['əʁje'],['əʁE'],"['O', 'as']","['əʁ', 'ɔ̃']",['əʁa'],"['O', 'as']",[''],['a'],[''],['sjɔ̃'],"['ə', 'E']",['jE'],['izE'],['Eʁ'],[''],[''],['E'],['aly'],"['ɔ', 'əʁ', 'ɔ̃']","['ɔ', 'əʁE']","['ɔ', 'əʁ', 'e']",['əʁa'],['je'],[''],"['Et', 'E']",['ʁ'],['e'],['e'],['əʁjɔ̃'],['asjɔ̃'],['əʁE'],['e'],['am'],['e'],['je'],"['O', 'e']",['ɑ̃'],['d'],['as'],"['ɔ', 'əʁE']",['ɔ'],[''],['pyni']
acagnarder,"['O', 'ɔ̃']",['ɔ̃'],[''],['jɔ̃'],['əʁE'],[''],"['j', 'at']",[''],['asje'],"['ɑ̃dʁi', 'je']",['əʁE'],['jas'],"['ʁ', 'ɔ̃']","['ɔ', 'əʁa']",['as'],[''],['a'],[''],['ɔ̃'],"['ɥ', 'E']",['sE'],['E'],['Eʁ'],[''],[''],['E'],[''],"['əʁ', 'ɔ̃']",['əʁE'],"['əʁ', 'e']","['œ', 'əʁa']",['je'],[''],['E'],"['O', 'e']",['e'],['e'],"['ɔ', 'əʁjɔ̃']",['asjɔ̃'],['əʁE'],"['E', 'e']",['am'],"['Es', 'e']",['je'],['je'],"['E', 'ɑ̃']","['O', 'e']",['as'],['əʁE'],[''],[''],['aplik']
